x,z,color
-0.680703729194132,5.109,1
-1.67111176268729,6.63,1
1.93921260643149,5.295,1
0.341951864536877,3.346,1
1.24752528128745,4.38,0
2.76306609154155,6.36,0
-0.12605557676145,4.227,0
-1.17634580464739,5.904,0
3.48930444381164,7.129,1
6.87098565745564,11.017,1
-3.02589613387448,8.6735,0
-2.63952127125861,8.1855,1
5.00196325729117,8.796,1
2.70444703312965,15.471,1
7.79826157786698,12.119,0
-0.306370156703872,16.279,0
-3.53498849280085,9.5885,1
4.27833639661629,8.02,0
0.18475764535886,15.4165,1
4.44213946797961,17.954,1
-2.19385656112113,7.522,0
5.32378154718875,19.135,0
6.02585002339883,10.052,0
-0.686299649457619,5.151,1
-1.67640487686775,6.651,1
1.93921260643149,5.295,1
0.341951864536877,3.346,1
1.24752528128745,4.38,0
2.75481164881525,6.341,0
-0.125936290670358,4.223,0
-1.17475184014244,5.896,0
3.4775575919879,7.105,1
6.95923513286001,11.1585,1
-2.92699239790245,8.39,0
-2.5861536369793,8.02,1
5.04233835861765,8.867,1
2.66651380281557,15.254,1
7.75514881891681,12.052,0
-0.315798957521407,16.78,0
4.27833639661629,8.02,0
-3.43673804347807,9.322,1
0.186729080682152,15.581,1
4.49756105875757,18.178,1
-2.16775310961617,7.4325,0
5.27759666415591,18.969,0
6.05402500858583,10.099,0
-0.685500232277121,5.145,1
-1.67111176268729,6.63,1
1.93921260643149,5.295,1
0.342973836636509,3.356,1
1.24396499224268,4.3675,0
2.76306609154155,6.36,0
-0.125578432397082,4.211,0
-1.17475184014244,5.896,0
3.4775575919879,7.105,1
6.85383469933818,10.9895,1
-2.57647974556915,7.99,1
-3.00792949400655,8.622,0
5.02243513965389,8.832,1
2.68539301421613,15.362,1
7.75514881891681,12.052,0
-0.304092941336763,16.158,0
4.27833639661629,8.02,0
-3.48134706549704,9.443,1
0.191528836590836,15.9815,1
4.4238305495976,17.88,1
-2.16046164271534,7.4075,0
5.27759666415591,18.969,0
6.11037497895984,10.193,0
-0.682302563555128,5.121,1
-1.67640487686775,6.651,1
1.93445155565083,5.282,1
0.342973836636509,3.356,1
1.2452466962988,4.372,0
2.76306609154155,6.36,0
-0.126323970466407,4.236,0
-1.17156391113256,5.88,0
3.48930444381164,7.129,1
-2.97269394785778,8.521,0
6.90591124489482,11.073,1
-2.61968979386781,8.124,1
5.04233835861765,8.867,1
2.66651380281557,15.254,1
-0.304092941336763,16.158,0
7.71267953398082,11.986,0
0.184104495054183,15.362,1
-3.51950436945542,9.5465,1
4.29380669031976,8.049,0
4.44213946797961,17.954,1
-2.16410737616576,7.42,0
6.13914943191677,10.241,0
5.25478244482644,18.887,0
-0.685500232277121,5.145,1
-1.67111176268729,6.63,1
0.342973836636509,3.356,1
1.94397365721216,5.308,1
1.24752528128745,4.38,0
2.76306609154155,6.36,0
-0.12605557676145,4.227,0
-1.17634580464739,5.904,0
3.4775575919879,7.105,1
6.94146050353828,11.13,1
-3.03810647164881,8.7085,0
-2.5861536369793,8.02,1
5.04233835861765,8.867,1
2.64815901395392,15.149,1
7.82013969434915,12.153,0
-0.309842439639671,16.4635,0
4.26233264450925,7.99,0
0.185410795663537,15.471,1
-3.54291488927529,9.61,1
4.46044838636161,18.028,1
-2.18248187275584,7.483,0
5.32378154718875,19.135,0
6.11037497895984,10.193,0
-0.683101980735626,5.127,1
-1.6610296404388,6.59,1
1.93921260643149,5.295,1
0.341951864536877,3.346,1
1.25008868939969,4.389,0
2.73917165207067,6.305,0
-0.12605557676145,4.227,0
-1.17438969539685,5.96,0
3.46630019232348,7.082,1
-3.00792949400655,8.622,0
6.97700976218174,11.187,1
-2.58131669127423,8.005,1
5.04233835861765,8.867,1
2.69492002367289,15.4165,1
7.84201781083133,12.187,0
-0.308666192032693,16.401,0
-3.48890479236803,9.4635,1
4.24686235080577,7.961,0
0.182180997367931,15.2015,1
-2.20143968669799,7.548,0
4.53541598460144,18.331,1
5.34729132198558,19.2195,0
6.05402500858583,10.099,0
-0.683901397916124,5.133,1
-1.65598857931456,6.57,1
1.94159313182183,5.3015,1
0.3427183436116,3.3535,1
2.75481164881525,6.341,0
1.24752528128745,4.38,0
-0.126562542648591,4.244,0
-1.17475184014244,5.896,0
3.50056184347607,7.152,1
6.90591124489482,11.073,1
-2.99013728753539,8.571,0
-2.59550506534244,8.049,1
5.06337890437933,8.904,1
2.68539301421613,15.362,1
7.75514881891681,12.052,0
-0.311018687246649,16.526,0
4.26233264450925,7.99,0
0.183457336954136,15.308,1
-2.17139884306658,7.445,0
-3.51194664258444,9.526,1
4.49756105875757,18.178,1
5.34729132198558,19.2195,0
6.05402500858583,10.099,0
-0.683901397916124,5.133,1
-1.68648699911624,6.691,1
1.94159313182183,5.3015,1
0.341951864536877,3.346,1
1.2452466962988,4.372,0
-0.125578432397082,4.211,0
2.76306609154155,6.36,0
-1.16996994662762,5.872,0
3.4775575919879,7.105,1
6.94146050353828,11.13,1
-3.00792949400655,8.622,0
-2.60517895675259,8.079,1
5.04233835861765,8.867,1
2.70444703312965,15.471,1
-3.50420458091172,9.505,1
7.71267953398082,11.986,0
-0.314594479971861,16.716,0
0.185410795663537,15.471,1
4.28607154346803,8.0345,0
4.5164885216795,18.2545,1
-2.18627343554427,7.496,0
5.99827450598176,10.006,0
5.37080109678242,19.304,0
-0.680703729194132,5.109,1
-1.66859123212517,6.62,1
1.93921260643149,5.295,1
0.343484822686325,3.361,1
1.24752528128745,4.38,0
2.75481164881525,6.341,0
-0.125817004579266,4.219,0
-1.17475184014244,5.896,0
3.49493314364386,7.1405,1
-2.984206552045,8.554,0
7.10423868785306,11.391,1
-2.61968979386781,8.124,1
5.01219919847253,8.814,1
2.64815901395392,15.149,1
7.88577404379568,12.255,0
-0.319487670016889,16.976,0
0.179676255832563,14.9925,1
4.27833639661629,8.02,0
-3.43673804347807,9.322,1
4.57376574607726,18.486,1
-2.16410737616576,7.42,0
6.08219999377283,10.146,0
5.27759666415591,18.969,0
-0.685500232277121,5.145,1
-1.66607070156305,6.61,1
1.94397365721216,5.308,1
0.335089604363376,3.351,1
1.25008868939969,4.389,0
-0.125817004579266,4.219,0
2.77914053264014,6.397,0
-1.1617787993389,5.896,0
6.95923513286001,11.1585,1
3.46630019232348,7.082,1
-2.99606802302578,8.588,0
-2.61485284816274,8.109,1
5.04233835861765,8.867,1
2.68539301421613,15.362,1
7.71267953398082,11.986,0
-0.314594479971861,16.716,0
-3.5270620963264,9.567,1
4.26233264450925,7.99,0
0.188071334519287,15.693,1
-2.22068915931618,7.614,0
4.4238305495976,17.88,1
5.32378154718875,19.135,0
5.99827450598176,10.006,0
-0.688697900999113,5.169,1
-1.65119957124652,6.551,1
1.94159313182183,5.3015,1
0.342462850586692,3.351,1
1.24752528128745,4.38,0
2.78326775400329,6.4065,0
-0.12605557676145,4.227,0
-1.17475184014244,5.896,0
3.47192889215569,7.0935,1
-3.00199875851616,8.605,0
6.94146050353828,11.13,1
-2.61485284816274,8.109,1
5.04233835861765,8.867,1
2.68539301421613,15.362,1
7.84201781083133,12.187,0
-0.304092941336763,16.158,0
4.27833639661629,8.02,0
0.189437557174943,15.807,1
-3.46660028135854,9.403,1
4.49756105875757,18.178,1
-2.18627343554427,7.496,0
6.13914943191677,10.241,0
5.37080109678242,19.304,0
-0.682302563555128,5.121,1
-1.66859123212517,6.62,1
1.94159313182183,5.3015,1
0.335089604363376,3.351,1
2.74308165125682,6.314,0
1.2452466962988,4.372,0
-0.126323970466407,4.236,0
-1.16837598212268,5.864,0
3.48930444381164,7.129,1
7.19841303969801,11.542,1
-2.984206552045,8.554,0
-2.5861536369793,8.02,1
5.02243513965389,8.832,1
2.62980422509227,15.044,1
7.88577404379568,12.255,0
-0.317022255032663,16.845,0
4.30981044242681,8.079,0
0.185410795663537,15.471,1
-3.50420458091172,9.505,1
4.4238305495976,17.88,1
-2.21689759652775,7.601,0
5.27759666415591,18.969,0
6.05402500858583,10.099,0
-0.680703729194132,5.109,1
-1.67892540742987,6.661,1
1.94159313182183,5.3015,1
0.342462850586692,3.351,1
1.24752528128745,4.38,0
2.75481164881525,6.341,0
-0.126189773613928,4.2315,0
-1.16837598212268,5.864,0
3.48930444381164,7.129,1
6.97700976218174,11.187,1
-2.99606802302578,8.588,0
-2.59550506534244,8.049,1
5.02243513965389,8.832,1
2.67595340851585,15.308,1
7.67021024904484,11.92,0
-0.308666192032693,16.401,0
4.27833639661629,8.02,0
0.186729080682152,15.581,1
-3.46660028135854,9.403,1
4.49756105875757,18.178,1
-2.15681590926493,7.395,0
6.11037497895984,10.193,0
5.32378154718875,19.135,0
-0.685500232277121,5.145,1
-1.68648699911624,6.691,1
1.93921260643149,5.295,1
0.335589588852131,3.356,1
2.7589388701784,6.3505,0
1.24752528128745,4.38,0
-0.12605557676145,4.227,0
-1.18112769816221,5.928,0
3.4775575919879,7.105,1
6.90591124489482,11.073,1
-2.99606802302578,8.588,0
-2.5861536369793,8.02,1
5.04233835861765,8.867,1
2.68539301421613,15.362,1
7.79826157786698,12.119,0
-0.314594479971861,16.716,0
-3.51950436945542,9.5465,1
4.27833639661629,8.02,0
0.192937004678902,16.099,1
4.49756105875757,18.178,1
-2.16410737616576,7.42,0
5.32378154718875,19.135,0
6.05402500858583,10.099,0
-0.685500232277121,5.145,1
-1.66607070156305,6.61,1
1.94159313182183,5.3015,1
0.341440878487061,3.341,1
1.24396499224268,4.3675,0
2.76306609154155,6.36,0
-0.125339860214898,4.203,0
-1.15862607532441,5.88,0
3.4775575919879,7.105,1
7.0493556218772,11.303,1
-2.984206552045,8.554,0
-2.57647974556915,7.99,1
5.06337890437933,8.904,1
2.67595340851585,15.308,1
7.75514881891681,12.052,0
-0.311018687246649,16.526,0
4.27833639661629,8.02,0
-3.48134706549704,9.443,1
0.18740020760072,15.637,1
4.53541598460144,18.331,1
-2.20902281227486,7.574,0
6.08219999377283,10.146,0
5.23196822549696,18.805,0
-0.682302563555128,5.121,1
-1.67640487686775,6.651,1
1.94397365721216,5.308,1
0.335589588852131,3.356,1
1.24752528128745,4.38,0
2.74699165044296,6.323,0
-0.12545914630599,4.207,0
-1.17634580464739,5.904,0
3.48930444381164,7.129,1
-3.00199875851616,8.605,0
7.16036909623747,11.481,1
-2.5861536369793,8.02,1
5.06337890437933,8.904,1
2.68539301421613,15.362,1
7.79826157786698,12.119,0
-0.317022255032663,16.845,0
-3.57425180556961,9.695,1
4.30981044242681,8.079,0
0.179059058755666,14.941,1
4.46044838636161,18.028,1
-2.16410737616576,7.42,0
5.27759666415591,18.969,0
6.05402500858583,10.099,0
-0.684700815096623,5.139,1
-1.67111176268729,6.63,1
1.94397365721216,5.308,1
0.342462850586692,3.351,1
1.24752528128745,4.38,0
2.74699165044296,6.323,0
-0.12605557676145,4.227,0
-1.16837598212268,5.864,0
3.46630019232348,7.082,1
-2.97269394785778,8.521,0
7.06744208680106,11.332,1
-2.5861536369793,8.02,1
5.02243513965389,8.832,1
2.66651380281557,15.254,1
7.75514881891681,12.052,0
-0.317022255032663,16.845,0
4.30981044242681,8.079,0
-3.5270620963264,9.567,1
0.188071334519287,15.693,1
4.46044838636161,18.028,1
-2.17139884306658,7.445,0
5.41893353512387,19.477,0
6.05402500858583,10.099,0
-0.680703729194132,5.109,1
-1.69707322747716,6.733,1
1.93921260643149,5.295,1
0.342207357561785,3.3485,1
1.2452466962988,4.372,0
2.78326775400329,6.4065,0
-0.125817004579266,4.219,0
-1.17475184014244,5.896,0
3.48930444381164,7.129,1
-2.90466492311512,8.326,0
6.95923513286001,11.1585,1
-2.5861536369793,8.02,1
5.04233835861765,8.867,1
2.66651380281557,15.254,1
7.79826157786698,12.119,0
-0.311018687246649,16.526,0
4.30981044242681,8.079,0
-3.48134706549704,9.443,1
0.188071334519287,15.693,1
4.5164885216795,18.2545,1
-2.17869030996741,7.47,0
6.05402500858583,10.099,0
5.27759666415591,18.969,0
-0.68150314637463,5.115,1
-1.67640487686775,6.651,1
0.342207357561785,3.3485,1
1.93921260643149,5.295,1
1.24752528128745,4.38,0
2.77088608991384,6.378,0
-0.12605557676145,4.227,0
-1.16837598212268,5.864,0
3.50056184347607,7.152,1
7.0493556218772,11.303,1
-2.99606802302578,8.588,0
-2.5861536369793,8.02,1
5.03238674913577,8.8495,1
2.65733640838475,15.2015,1
7.84201781083133,12.187,0
-0.308666192032693,16.401,0
-3.55839901262072,9.652,1
4.27833639661629,8.02,0
0.186729080682152,15.581,1
4.44213946797961,17.954,1
-2.17869030996741,7.47,0
5.27759666415591,18.969,0
6.13914943191677,10.241,0
-0.683901397916124,5.133,1
-1.67111176268729,6.63,1
1.93921260643149,5.295,1
0.342462850586692,3.351,1
2.76306609154155,6.36,0
1.2452466962988,4.372,0
-1.16808424736788,5.928,0
-0.12545914630599,4.207,0
3.46630019232348,7.082,1
-3.00792949400655,8.622,0
-2.60517895675259,8.079,1
7.0493556218772,11.303,1
5.04233835861765,8.867,1
2.64815901395392,15.149,1
7.84201781083133,12.187,0
-0.313390002422316,16.652,0
4.27833639661629,8.02,0
0.184104495054183,15.362,1
-3.54273055447356,9.6095,1
4.49756105875757,18.178,1
-2.19764812390956,7.535,0
5.37080109678242,19.304,0
6.12476220543831,10.217,0
-0.679904312013634,5.103,1
-1.67111176268729,6.63,1
1.9320710302605,5.2755,1
0.335089604363376,3.351,1
2.74699165044296,6.323,0
1.24752528128745,4.38,0
-0.126323970466407,4.236,0
-1.17156391113256,5.88,0
3.49493314364386,7.1405,1
7.01255902082519,11.244,1
-2.97845024995139,8.5375,0
-2.64451944848719,8.201,1
5.04233835861765,8.867,1
2.64815901395392,15.149,1
7.88577404379568,12.255,0
-0.306370156703872,16.279,0
4.27833639661629,8.02,0
0.182828155467979,15.2555,1
-3.49664685404074,9.4845,1
4.49756105875757,18.178,1
-2.175044576517,7.4575,0
5.37080109678242,19.304,0
6.13914943191677,10.241,0
-0.680703729194132,5.109,1
-1.67640487686775,6.651,1
0.342462850586692,3.351,1
1.93921260643149,5.295,1
1.24752528128745,4.38,0
-0.126189773613928,4.2315,0
2.78326775400329,6.4065,0
-1.18112769816221,5.928,0
3.46630019232348,7.082,1
-3.03200130276165,8.691,0
6.97700976218174,11.187,1
-2.59550506534244,8.049,1
5.02243513965389,8.832,1
2.66651380281557,15.254,1
7.88577404379568,12.255,0
-0.315798957521407,16.78,0
4.26233264450925,7.99,0
0.184104495054183,15.362,1
-3.45904255448756,9.3825,1
4.57376574607726,18.486,1
-2.20902281227486,7.574,0
5.32378154718875,19.135,0
6.08219999377283,10.146,0
-0.679104894833136,5.097,1
-1.67111176268729,6.63,1
1.93921260643149,5.295,1
0.341951864536877,3.346,1
2.7509016496291,6.332,0
1.24396499224268,4.3675,0
-0.125817004579266,4.219,0
-1.17793976915233,5.912,0
3.48930444381164,7.129,1
6.97700976218174,11.187,1
-2.96693764576417,8.5045,0
-2.60517895675259,8.079,1
5.04233835861765,8.867,1
2.66651380281557,15.254,1
-3.49646251923901,9.484,1
7.84201781083133,12.187,0
-0.308666192032693,16.401,0
4.27833639661629,8.02,0
0.183457336954136,15.308,1
4.53541598460144,18.331,1
-2.19764812390956,7.535,0
5.23196822549696,18.805,0
6.02585002339883,10.052,0
-0.682302563555128,5.121,1
-1.681445937992,6.671,1
1.93921260643149,5.295,1
0.342973836636509,3.356,1
1.2452466962988,4.372,0
2.74308165125682,6.314,0
-0.125339860214898,4.203,0
-1.17475184014244,5.896,0
3.48930444381164,7.129,1
-2.99606802302578,8.588,0
6.97700976218174,11.187,1
-2.57647974556915,7.99,1
5.02243513965389,8.832,1
2.64815901395392,15.149,1
7.79826157786698,12.119,0
-3.49646251923901,9.484,1
-0.308666192032693,16.401,0
4.30981044242681,8.079,0
0.18740020760072,15.637,1
-2.19764812390956,7.535,0
4.44213946797961,17.954,1
5.27759666415591,18.969,0
5.9847864811582,9.9835,0
-0.683101980735626,5.127,1
0.342462850586692,3.351,1
-1.67892540742987,6.661,1
1.94159313182183,5.3015,1
1.2452466962988,4.372,0
2.7669760907277,6.369,0
-0.125697718488174,4.215,0
-1.1617787993389,5.896,0
3.4775575919879,7.105,1
-3.00199875851616,8.605,0
6.94146050353828,11.13,1
-2.59550506534244,8.049,1
5.06337890437933,8.904,1
2.62980422509227,15.044,1
-0.304092941336763,16.158,0
7.71267953398082,11.986,0
-3.54291488927529,9.61,1
4.26233264450925,7.99,0
0.182198973981822,15.203,1
4.49756105875757,18.178,1
-2.20143968669799,7.548,0
5.27759666415591,18.969,0
6.06811250117933,10.1225,0
-0.685500232277121,5.145,1
-1.681445937992,6.671,1
1.94397365721216,5.308,1
1.24752528128745,4.38,0
0.342973836636509,3.356,1
2.7589388701784,6.3505,0
-0.125936290670358,4.223,0
-1.15547335130992,5.864,0
3.45553224481838,7.06,1
6.97700976218174,11.187,1
-2.96693764576417,8.5045,0
-2.5861536369793,8.02,1
5.00196325729117,8.796,1
2.64815901395392,15.149,1
7.75514881891681,12.052,0
-0.317022255032663,16.845,0
4.23139205710229,7.932,0
0.186069938172845,15.526,1
-3.51194664258444,9.526,1
4.44213946797961,17.954,1
-2.1495244423641,7.37,0
5.37080109678242,19.304,0
6.16852335264365,10.29,0
-0.684700815096623,5.139,1
-1.67111176268729,6.63,1
1.94397365721216,5.308,1
0.342462850586692,3.351,1
1.2452466962988,4.372,0
2.74699165044296,6.323,0
-0.125578432397082,4.211,0
-1.16808424736788,5.928,0
3.50056184347607,7.152,1
-2.97269394785778,8.521,0
6.90591124489482,11.073,1
-2.59550506534244,8.049,1
5.04233835861765,8.867,1
2.61179905125656,14.941,1
7.84201781083133,12.187,0
-0.311018687246649,16.526,0
-3.53498849280085,9.5885,1
4.26233264450925,7.99,0
0.177836649011133,14.839,1
-2.175044576517,7.4575,0
4.4238305495976,17.88,1
5.32378154718875,19.135,0
6.08219999377283,10.146,0
-0.682302563555128,5.121,1
-1.65598857931456,6.57,1
1.94397365721216,5.308,1
0.335589588852131,3.356,1
1.24752528128745,4.38,0
2.76306609154155,6.36,0
-0.125339860214898,4.203,0
-1.15862607532441,5.88,0
3.46630019232348,7.082,1
6.92368587421655,11.1015,1
-2.99606802302578,8.588,0
-2.61485284816274,8.109,1
5.06337890437933,8.904,1
2.64815901395392,15.149,1
7.79826157786698,12.119,0
-0.301872185854789,16.04,0
4.27833639661629,8.02,0
-3.49646251923901,9.484,1
0.182180997367931,15.2015,1
4.53541598460144,18.331,1
-2.14223297546327,7.345,0
5.32378154718875,19.135,0
6.13914943191677,10.241,0
-0.679104894833136,5.097,1
-1.67111176268729,6.63,1
1.93921260643149,5.295,1
0.335339596607753,3.3535,1
1.2452466962988,4.372,0
2.75481164881525,6.341,0
-0.125936290670358,4.223,0
-1.17475184014244,5.896,0
3.4775575919879,7.105,1
-3.01979096498732,8.656,0
6.94146050353828,11.13,1
